Section,Sub Section,Content,Content Token Count
9.6 - Security For Windows Nodes,Protection for Secret data on nodes,"Protection for Secret data on nodes On Windows, data from Secrets are written out in clear text onto the node's localstorage (as compared to using tmpfs / in-memory filesystems on Linux). As a clusteroperator, you should take both of the following additional measures: Use file ACLs to secure the Secrets' file location.Apply volume-level encryption usingBitLocker.",78
9.6 - Security For Windows Nodes,Container users,"Container users RunAsUsernamecan be specified for Windows Pods or containers to execute the containerprocesses as specific user. This is roughly equivalent toRunAsUser. Windows containers offer two default user accounts, ContainerUser and ContainerAdministrator.The differences between these two user accounts are covered inWhen to use ContainerAdmin and ContainerUser user accountswithin Microsoft's Secure Windows containers documentation. Local users can be added to container images during the container build process. Note:Nano Server based images run asContainerUser by defaultServer Core based images run asContainerAdministrator by default Windows containers can also run as Active Directory identities by utilizingGroup Managed Service Accounts",133
9.6 - Security For Windows Nodes,Pod-level security isolation,"Pod-level security isolation Linux-specific pod security context mechanisms (such as SELinux, AppArmor, Seccomp, or customPOSIX capabilities) are not supported on Windows nodes. Privileged containers are not supportedon Windows.Instead HostProcess containerscan be used on Windows to perform many of the tasks performed by privileged containers on Linux.",71
9.7 - Controlling Access to the Kubernetes API,default,"This page provides an overview of controlling access to the Kubernetes API. Users access the Kubernetes API using kubectl,client libraries, or by making REST requests. Both human users andKubernetes service accounts can beauthorized for API access.When a request reaches the API, it goes through several stages, illustrated in thefollowing diagram: ",77
9.7 - Controlling Access to the Kubernetes API,Transport security,"Transport security By default, the Kubernetes API server listens on port 6443 on the first non-localhost network interface, protected by TLS. In a typical production Kubernetes cluster, the API serves on port 443. The port can be changed with the --secure-port, and the listening IP address with the --bind-address flag. The API server presents a certificate. This certificate may be signed usinga private certificate authority (CA), or based on a public key infrastructure linkedto a generally recognized CA. The certificate and corresponding private key can be set by using the --tls-cert-file and --tls-private-key-file flags. If your cluster uses a private certificate authority, you need a copy of that CAcertificate configured into your ~/.kube/config on the client, so that you cantrust the connection and be confident it was not intercepted. Your client can present a TLS client certificate at this stage.",195
9.7 - Controlling Access to the Kubernetes API,Authentication,"Authentication Once TLS is established, the HTTP request moves to the Authentication step.This is shown as step 1 in the diagram.The cluster creation script or cluster admin configures the API server to runone or more Authenticator modules.Authenticators are described in more detail inAuthentication. The input to the authentication step is the entire HTTP request; however, it typicallyexamines the headers and/or client certificate. Authentication modules include client certificates, password, and plain tokens,bootstrap tokens, and JSON Web Tokens (used for service accounts). Multiple authentication modules can be specified, in which case each one is tried in sequence,until one of them succeeds. If the request cannot be authenticated, it is rejected with HTTP status code 401.Otherwise, the user is authenticated as a specific username, and the user nameis available to subsequent steps to use in their decisions. Some authenticatorsalso provide the group memberships of the user, while other authenticatorsdo not. While Kubernetes uses usernames for access control decisions and in request logging,it does not have a User object nor does it store usernames or other information aboutusers in its API.",236
9.7 - Controlling Access to the Kubernetes API,Authorization,"Authorization After the request is authenticated as coming from a specific user, the request must be authorized. This is shown as step 2 in the diagram. A request must include the username of the requester, the requested action, and the object affected by the action. The request is authorized if an existing policy declares that the user has permissions to complete the requested action. For example, if Bob has the policy below, then he can read pods only in the namespace projectCaribou: {    ""apiVersion"": ""abac.authorization.kubernetes.io/v1beta1"",    ""kind"": ""Policy"",    ""spec"": {        ""user"": ""bob"",        ""namespace"": ""projectCaribou"",        ""resource"": ""pods"",        ""readonly"": true    }} If Bob makes the following request, the request is authorized because he is allowed to read objects in the projectCaribou namespace: {  ""apiVersion"": ""authorization.k8s.io/v1beta1"",  ""kind"": ""SubjectAccessReview"",  ""spec"": {    ""resourceAttributes"": {      ""namespace"": ""projectCaribou"",      ""verb"": ""get"",      ""group"": ""unicorn.example.org"",      ""resource"": ""pods""    }  }} If Bob makes a request to write (create or update) to the objects in the projectCaribou namespace, his authorization is denied. If Bob makes a request to read (get) objects in a different namespace such as projectFish, then his authorization is denied. Kubernetes authorization requires that you use common REST attributes to interact with existing organization-wide or cloud-provider-wide access control systems. It is important to use REST formatting because these control systems might interact with other APIs besides the Kubernetes API. Kubernetes supports multiple authorization modules, such as ABAC mode, RBAC Mode, and Webhook mode. When an administrator creates a cluster, they configure the authorization modules that should be used in the API server. If more than one authorization modules are configured, Kubernetes checks each module, and if any module authorizes the request, then the request can proceed. If all of the modules deny the request, then the request is denied (HTTP status code 403). To learn more about Kubernetes authorization, including details about creating policies using the supported authorization modules, see Authorization.",509
9.7 - Controlling Access to the Kubernetes API,Admission control,"Admission control Admission Control modules are software modules that can modify or reject requests.In addition to the attributes available to Authorization modules, AdmissionControl modules can access the contents of the object that is being created or modified. Admission controllers act on requests that create, modify, delete, or connect to (proxy) an object.Admission controllers do not act on requests that merely read objects.When multiple admission controllers are configured, they are called in order. This is shown as step 3 in the diagram. Unlike Authentication and Authorization modules, if any admission controller modulerejects, then the request is immediately rejected. In addition to rejecting objects, admission controllers can also set complex defaults forfields. The available Admission Control modules are described in Admission Controllers. Once a request passes all admission controllers, it is validated using the validation routinesfor the corresponding API object, and then written to the object store (shown as step 4).",184
9.7 - Controlling Access to the Kubernetes API,Auditing,"Auditing Kubernetes auditing provides a security-relevant, chronological set of records documenting the sequence of actions in a cluster.The cluster audits the activities generated by users, by applications that use the Kubernetes API, and by the control plane itself. For more information, see Auditing. Read more documentation on authentication, authorization and API access control: AuthenticatingAuthenticating with Bootstrap TokensAdmission ControllersDynamic Admission ControlAuthorizationRole Based Access ControlAttribute Based Access ControlNode AuthorizationWebhook AuthorizationCertificate Signing Requestsincluding CSR approvaland certificate signingService accountsDeveloper guideAdministration You can learn about: how Pods can useSecretsto obtain API credentials.",140
9.8 - Role Based Access Control Good Practices,default,"Principles and practices for good RBAC design for cluster operators. Kubernetes RBAC is a key security controlto ensure that cluster users and workloads have only the access to resources required toexecute their roles. It is important to ensure that, when designing permissions for clusterusers, the cluster administrator understands the areas where privilege escalation could occur,to reduce the risk of excessive access leading to security incidents. The good practices laid out here should be read in conjunction with the generalRBAC documentation.",100
9.8 - Role Based Access Control Good Practices,Least privilege,"Least privilege Ideally, minimal RBAC rights should be assigned to users and service accounts. Only permissionsexplicitly required for their operation should be used. While each cluster will be different,some general rules that can be applied are : Assign permissions at the namespace level where possible. Use RoleBindings as opposed toClusterRoleBindings to give users rights only within a specific namespace.Avoid providing wildcard permissions when possible, especially to all resources.As Kubernetes is an extensible system, providing wildcard access gives rightsnot just to all object types that currently exist in the cluster, but also to all object typeswhich are created in the future.Administrators should not use cluster-admin accounts except where specifically needed.Providing a low privileged account withimpersonation rightscan avoid accidental modification of cluster resources.Avoid adding users to the system:masters group. Any user who is a member of this groupbypasses all RBAC rights checks and will always have unrestricted superuser access, which cannot berevoked by removing RoleBindings or ClusterRoleBindings. As an aside, if a cluster isusing an authorization webhook, membership of this group also bypasses that webhook (requestsfrom users who are members of that group are never sent to the webhook)",264
9.8 - Role Based Access Control Good Practices,Minimize distribution of privileged tokens,"Minimize distribution of privileged tokens Ideally, pods shouldn't be assigned service accounts that have been granted powerful permissions(for example, any of the rights listed under privilege escalation risks).In cases where a workload requires powerful permissions, consider the following practices: Limit the number of nodes running powerful pods. Ensure that any DaemonSets you runare necessary and are run with least privilege to limit the blast radius of container escapes.Avoid running powerful pods alongside untrusted or publicly-exposed ones. Consider usingTaints and Toleration,NodeAffinity, orPodAntiAffinityto ensure pods don't run alongside untrusted or less-trusted Pods. Pay especial attention tosituations where less-trustworthy Pods are not meeting the Restricted Pod Security Standard.",160
9.8 - Role Based Access Control Good Practices,Hardening,"Hardening Kubernetes defaults to providing access which may not be required in every cluster. Reviewingthe RBAC rights provided by default can provide opportunities for security hardening.In general, changes should not be made to rights provided to system: accounts some optionsto harden cluster rights exist: Review bindings for the system:unauthenticated group and remove them where possible, as this givesaccess to anyone who can contact the API server at a network level.Avoid the default auto-mounting of service account tokens by settingautomountServiceAccountToken: false. For more details, seeusing default service account token.Setting this value for a Pod will overwrite the service account setting, workloadswhich require service account tokens can still mount them.",152
9.8 - Role Based Access Control Good Practices,Periodic review,"Periodic review It is vital to periodically review the Kubernetes RBAC settings for redundant entries andpossible privilege escalations.If an attacker is able to create a user account with the same name as a deleted user,they can automatically inherit all the rights of the deleted user, especially therights assigned to that user.",67
9.8 - Role Based Access Control Good Practices,Kubernetes RBAC - privilege escalation risks,"Kubernetes RBAC - privilege escalation risks Within Kubernetes RBAC there are a number of privileges which, if granted, can allow a user or a service accountto escalate their privileges in the cluster or affect systems outside the cluster. This section is intended to provide visibility of the areas where cluster operatorsshould take care, to ensure that they do not inadvertently allow for more access to clusters than intended.",83
9.8 - Role Based Access Control Good Practices,Listing secrets,"Listing secrets It is generally clear that allowing get access on Secrets will allow a user to read their contents.It is also important to note that list and watch access also effectively allow for users to reveal the Secret contents.For example, when a List response is returned (for example, via kubectl get secrets -A -o yaml), the responseincludes the contents of all Secrets.",80
9.8 - Role Based Access Control Good Practices,Workload creation,"Workload creation Permission to create workloads (either Pods, orworkload resources that manage Pods) in a namespaceimplicitly grants access to many other resources in that namespace, such as Secrets, ConfigMaps, andPersistentVolumes that can be mounted in Pods. Additionally, since Pods can run as anyServiceAccount, granting permissionto create workloads also implicitly grants the API access levels of any service account in thatnamespace. Users who can run privileged Pods can use that access to gain node access and potentially tofurther elevate their privileges. Where you do not fully trust a user or other principalwith the ability to create suitably secure and isolated Pods, you should enforce either theBaseline or Restricted Pod Security Standard.You can use Pod Security admissionor other (third party) mechanisms to implement that enforcement. For these reasons, namespaces should be used to separate resources requiring different levels oftrust or tenancy. It is still considered best practice to follow least privilegeprinciples and assign the minimum set of permissions, but boundaries within a namespace should beconsidered weak.",225
9.8 - Role Based Access Control Good Practices,Persistent volume creation,"Persistent volume creation If someone - or some application - is allowed to create arbitrary PersistentVolumes, that accessincludes the creation of hostPath volumes, which then means that a Pod would get accessto the underlying host filesystem(s) on the associated node. Granting that ability is a security risk. There are many ways a container with unrestricted access to the host filesystem can escalate privileges, includingreading data from other containers, and abusing the credentials of system services, such as Kubelet. You should only allow access to create PersistentVolume objects for: users (cluster operators) that need this access for their work, and who you trust,the Kubernetes control plane components which creates PersistentVolumes based on PersistentVolumeClaimsthat are configured for automatic provisioning.This is usually setup by the Kubernetes provider or by the operator when installing a CSI driver. Where access to persistent storage is required trusted administrators should createPersistentVolumes, and constrained users should use PersistentVolumeClaims to access that storage.",215
9.8 - Role Based Access Control Good Practices,Access to proxy subresource of Nodes,"Access to proxy subresource of Nodes Users with access to the proxy sub-resource of node objects have rights to the Kubelet API,which allows for command execution on every pod on the node(s) to which they have rights.This access bypasses audit logging and admission control, so care should be taken beforegranting rights to this resource.",72
9.8 - Role Based Access Control Good Practices,Escalate verb,"Escalate verb Generally, the RBAC system prevents users from creating clusterroles with more rights than the user possesses.The exception to this is the escalate verb. As noted in the RBAC documentation,users with this right can effectively escalate their privileges.",52
9.8 - Role Based Access Control Good Practices,Bind verb,"Bind verb Similar to the escalate verb, granting users this right allows for the bypass of Kubernetesin-built protections against privilege escalation, allowing users to create bindings toroles with rights they do not already have.",44
9.8 - Role Based Access Control Good Practices,Impersonate verb,"Impersonate verb This verb allows users to impersonate and gain the rights of other users in the cluster.Care should be taken when granting it, to ensure that excessive permissions cannot be gainedvia one of the impersonated accounts.",46
9.8 - Role Based Access Control Good Practices,CSRs and certificate issuing,CSRs and certificate issuing The CSR API allows for users with create rights to CSRs and update rights on certificatesigningrequests/approvalwhere the signer is kubernetes.io/kube-apiserver-client to create new client certificateswhich allow users to authenticate to the cluster. Those client certificates can have arbitrarynames including duplicates of Kubernetes system components. This will effectively allow for privilege escalation.,90
9.8 - Role Based Access Control Good Practices,Control admission webhooks,"Control admission webhooks Users with control over validatingwebhookconfigurations or mutatingwebhookconfigurationscan control webhooks that can read any object admitted to the cluster, and in the case ofmutating webhooks, also mutate admitted objects.",54
9.8 - Role Based Access Control Good Practices,Object creation denial-of-service,"Object creation denial-of-service Users who have rights to create objects in a cluster may be able to create sufficient largeobjects to create a denial of service condition either based on the size or number of objects, as discussed inetcd used by Kubernetes is vulnerable to OOM attack. This may bespecifically relevant in multi-tenant clusters if semi-trusted or untrusted usersare allowed limited access to a system. One option for mitigation of this issue would be to useresource quotasto limit the quantity of objects which can be created. To learn more about RBAC, see the RBAC documentation.",129
9.9 - Good practices for Kubernetes Secrets,default,"Principles and practices for good Secret management for cluster administrators and application developers. In Kubernetes, a Secret is an object that stores sensitive information, such as passwords, OAuth tokens, and SSH keys. Secrets give you more control over how sensitive information is used and reducesthe risk of accidental exposure. Secret values are encoded as base64 strings andare stored unencrypted by default, but can be configured to beencrypted at rest. A Pod can reference the Secret ina variety of ways, such as in a volume mount or as an environment variable.Secrets are designed for confidential data andConfigMaps aredesigned for non-confidential data. The following good practices are intended for both cluster administrators andapplication developers. Use these guidelines to improve the security of yoursensitive information in Secret objects, as well as to more effectively manageyour Secrets.",172
9.9 - Good practices for Kubernetes Secrets,Configure encryption at rest,"Configure encryption at rest By default, Secret objects are stored unencrypted in etcd. You should configure encryption of your Secretdata in etcd. For instructions, refer toEncrypt Secret Data at Rest.",42
9.9 - Good practices for Kubernetes Secrets,Configure least-privilege access to Secrets,"Configure least-privilege access to Secrets When planning your access control mechanism, such as KubernetesRole-based Access Control (RBAC),consider the following guidelines for access to Secret objects. You shouldalso follow the other guidelines inRBAC good practices. Components: Restrict watch or list access to only the mostprivileged, system-level components. Only grant get access for Secrets ifthe component's normal behavior requires it.Humans: Restrict get, watch, or list access to Secrets. Only allowcluster administrators to access etcd. This includes read-only access. Formore complex access control, such as restricting access to Secrets withspecific annotations, consider using third-party authorization mechanisms. Caution: Granting list access to Secrets implicitly lets the subject fetch thecontents of the Secrets. A user who can create a Pod that uses a Secret can also see the value of thatSecret. Even if cluster policies do not allow a user to read the Secretdirectly, the same user could have access to run a Pod that then exposes theSecret. You can detect or limit the impact caused by Secret data being exposed,either intentionally or unintentionally, by a user with this access. Somerecommendations include: Use short-lived SecretsImplement audit rules that alert on specific events, such as concurrentreading of multiple Secrets by a single user",274
9.9 - Good practices for Kubernetes Secrets,Improve etcd management policies,"Improve etcd management policies Consider wiping or shredding the durable storage used by etcd once it isno longer in use. If there are multiple etcd instances, configure encrypted SSL/TLScommunication between the instances to protect the Secret data in transit.",51
9.9 - Good practices for Kubernetes Secrets,Configure access to external Secrets,"Configure access to external Secrets Note:This section links to third party projects that provide functionality required by Kubernetes. The Kubernetes project authors aren't responsible for these projects, which are listed alphabetically. To add a project to this list, read the content guide before submitting a change. More information. You can use third-party Secrets store providers to keep your confidential dataoutside your cluster and then configure Pods to access that information.The Kubernetes Secrets Store CSI Driveris a DaemonSet that lets the kubelet retrieve Secrets from external stores, andmount the Secrets as a volume into specific Pods that you authorize to accessthe data. For a list of supported providers, refer toProviders for the Secret Store CSI Driver.",157
9.9 - Good practices for Kubernetes Secrets,Restrict Secret access to specific containers,"Restrict Secret access to specific containers If you are defining multiple containers in a Pod, and only one of thosecontainers needs access to a Secret, define the volume mount or environmentvariable configuration so that the other containers do not have access to thatSecret.",51
9.9 - Good practices for Kubernetes Secrets,Protect Secret data after reading,"Protect Secret data after reading Applications still need to protect the value of confidential information afterreading it from an environment variable or volume. For example, yourapplication must avoid logging the secret data in the clear or transmitting itto an untrusted party.",51
9.9 - Good practices for Kubernetes Secrets,Avoid sharing Secret manifests,"Avoid sharing Secret manifests If you configure a Secret through amanifest, with the secretdata encoded as base64, sharing this file or checking it in to a sourcerepository means the secret is available to everyone who can read the manifest. Caution: Base64 encoding is not an encryption method, it provides no additionalconfidentiality over plain text.",72
9.10 - Multi-tenancy,default,"This page provides an overview of available configuration options and best practices for clustermulti-tenancy. Sharing clusters saves costs and simplifies administration. However, sharing clusters alsopresents challenges such as security, fairness, and managing noisy neighbors. Clusters can be shared in many ways. In some cases, different applications may run in the samecluster. In other cases, multiple instances of the same application may run in the same cluster,one for each end user. All these types of sharing are frequently described using the umbrella termmulti-tenancy. While Kubernetes does not have first-class concepts of end users or tenants, it provides severalfeatures to help manage different tenancy requirements. These are discussed below.",148
9.10 - Multi-tenancy,Use cases,"Use cases The first step to determining how to share your cluster is understanding your use case, so you canevaluate the patterns and tools available. In general, multi-tenancy in Kubernetes clusters fallsinto two broad categories, though many variations and hybrids are also possible.",56
9.10 - Multi-tenancy,Multiple teams,"Multiple teams A common form of multi-tenancy is to share a cluster between multiple teams within anorganization, each of whom may operate one or more workloads. These workloads frequently need tocommunicate with each other, and with other workloads located on the same or different clusters. In this scenario, members of the teams often have direct access to Kubernetes resources via toolssuch as kubectl, or indirect access through GitOps controllers or other types of releaseautomation tools. There is often some level of trust between members of different teams, butKubernetes policies such as RBAC, quotas, and network policies are essential to safely and fairlyshare clusters.",142
9.10 - Multi-tenancy,Multiple customers,"Multiple customers The other major form of multi-tenancy frequently involves a Software-as-a-Service (SaaS) vendorrunning multiple instances of a workload for customers. This business model is so stronglyassociated with this deployment style that many people call it ""SaaS tenancy."" However, a betterterm might be ""multi-customer tenancy,"" since SaaS vendors may also use other deployment models,and this deployment model can also be used outside of SaaS. In this scenario, the customers do not have access to the cluster; Kubernetes is invisible fromtheir perspective and is only used by the vendor to manage the workloads. Cost optimization isfrequently a critical concern, and Kubernetes policies are used to ensure that the workloads arestrongly isolated from each other.",165
9.10 - Multi-tenancy,Tenants,"Tenants When discussing multi-tenancy in Kubernetes, there is no single definition for a ""tenant"".Rather, the definition of a tenant will vary depending on whether multi-team or multi-customertenancy is being discussed. In multi-team usage, a tenant is typically a team, where each team typically deploys a smallnumber of workloads that scales with the complexity of the service. However, the definition of""team"" may itself be fuzzy, as teams may be organized into higher-level divisions or subdividedinto smaller teams. By contrast, if each team deploys dedicated workloads for each new client, they are using amulti-customer model of tenancy. In this case, a ""tenant"" is simply a group of users who share asingle workload. This may be as large as an entire company, or as small as a single team at thatcompany. In many cases, the same organization may use both definitions of ""tenants"" in different contexts.For example, a platform team may offer shared services such as security tools and databases tomultiple internal “customers” and a SaaS vendor may also have multiple teams sharing a developmentcluster. Finally, hybrid architectures are also possible, such as a SaaS provider using acombination of per-customer workloads for sensitive data, combined with multi-tenant sharedservices. A cluster showing coexisting tenancy models",295
9.10 - Multi-tenancy,Isolation,"Isolation There are several ways to design and build multi-tenant solutions with Kubernetes. Each of thesemethods comes with its own set of tradeoffs that impact the isolation level, implementationeffort, operational complexity, and cost of service. A Kubernetes cluster consists of a control plane which runs Kubernetes software, and a data planeconsisting of worker nodes where tenant workloads are executed as pods. Tenant isolation can beapplied in both the control plane and the data plane based on organizational requirements. The level of isolation offered is sometimes described using terms like “hard” multi-tenancy, whichimplies strong isolation, and “soft” multi-tenancy, which implies weaker isolation. In particular,""hard"" multi-tenancy is often used to describe cases where the tenants do not trust each other,often from security and resource sharing perspectives (e.g. guarding against attacks such as dataexfiltration or DoS). Since data planes typically have much larger attack surfaces, ""hard""multi-tenancy often requires extra attention to isolating the data-plane, though control planeisolation also remains critical. However, the terms ""hard"" and ""soft"" can often be confusing, as there is no single definition thatwill apply to all users. Rather, ""hardness"" or ""softness"" is better understood as a broadspectrum, with many different techniques that can be used to maintain different types of isolationin your clusters, based on your requirements. In more extreme cases, it may be easier or necessary to forgo any cluster-level sharing at all andassign each tenant their dedicated cluster, possibly even running on dedicated hardware if VMs arenot considered an adequate security boundary. This may be easier with managed Kubernetes clusters,where the overhead of creating and operating clusters is at least somewhat taken on by a cloudprovider. The benefit of stronger tenant isolation must be evaluated against the cost andcomplexity of managing multiple clusters. The Multi-cluster SIGis responsible for addressing these types of use cases. The remainder of this page focuses on isolation techniques used for shared Kubernetes clusters.However, even if you are considering dedicated clusters, it may be valuable to review theserecommendations, as it will give you the flexibility to shift to shared clusters in the future ifyour needs or capabilities change.",489
9.10 - Multi-tenancy,Namespaces,"Namespaces In Kubernetes, a Namespace provides amechanism for isolating groups of API resources within a single cluster. This isolation has twokey dimensions: Object names within a namespace can overlap with names in other namespaces, similar to files infolders. This allows tenants to name their resources without having to consider what othertenants are doing.Many Kubernetes security policies are scoped to namespaces. For example, RBAC Roles and NetworkPolicies are namespace-scoped resources. Using RBAC, Users and Service Accounts can berestricted to a namespace. In a multi-tenant environment, a Namespace helps segment a tenant's workload into a logical anddistinct management unit. In fact, a common practice is to isolate every workload in its ownnamespace, even if multiple workloads are operated by the same tenant. This ensures that eachworkload has its own identity and can be configured with an appropriate security policy. The namespace isolation model requires configuration of several other Kubernetes resources,networking plugins, and adherence to security best practices to properly isolate tenant workloads.These considerations are discussed below.",234
9.10 - Multi-tenancy,Access controls,"Access controls The most important type of isolation for the control plane is authorization. If teams or theirworkloads can access or modify each others' API resources, they can change or disable all othertypes of policies thereby negating any protection those policies may offer. As a result, it iscritical to ensure that each tenant has the appropriate access to only the namespaces they need,and no more. This is known as the ""Principle of Least Privilege."" Role-based access control (RBAC) is commonly used to enforce authorization in the Kubernetescontrol plane, for both users and workloads (service accounts).Roles andRoleBindings areKubernetes objects that are used at a namespace level to enforce access control in yourapplication; similar objects exist for authorizing access to cluster-level objects, though theseare less useful for multi-tenant clusters. In a multi-team environment, RBAC must be used to restrict tenants' access to the appropriatenamespaces, and ensure that cluster-wide resources can only be accessed or modified by privilegedusers such as cluster administrators. If a policy ends up granting a user more permissions than they need, this is likely a signal thatthe namespace containing the affected resources should be refactored into finer-grainednamespaces. Namespace management tools may simplify the management of these finer-grainednamespaces by applying common RBAC policies to different namespaces, while still allowingfine-grained policies where necessary.",302
9.10 - Multi-tenancy,Quotas,"Quotas Kubernetes workloads consume node resources, like CPU and memory. In a multi-tenant environment,you can use Resource Quotas to manage resource usage oftenant workloads. For the multiple teams use case, where tenants have access to the KubernetesAPI, you can use resource quotas to limit the number of API resources (for example: the number ofPods, or the number of ConfigMaps) that a tenant can create. Limits on object count ensurefairness and aim to avoid noisy neighbor issues from affecting other tenants that share acontrol plane. Resource quotas are namespaced objects. By mapping tenants to namespaces, cluster admins can usequotas to ensure that a tenant cannot monopolize a cluster's resources or overwhelm its controlplane. Namespace management tools simplify the administration of quotas. In addition, whileKubernetes quotas only apply within a single namespace, some namespace management tools allowgroups of namespaces to share quotas, giving administrators far more flexibility with less effortthan built-in quotas. Quotas prevent a single tenant from consuming greater than their allocated share of resourceshence minimizing the “noisy neighbor” issue, where one tenant negatively impacts the performanceof other tenants' workloads. When you apply a quota to namespace, Kubernetes requires you to also specify resource requests andlimits for each container. Limits are the upper bound for the amount of resources that a containercan consume. Containers that attempt to consume resources that exceed the configured limits willeither be throttled or killed, based on the resource type. When resource requests are set lowerthan limits, each container is guaranteed the requested amount but there may still be somepotential for impact across workloads. Quotas cannot protect against all kinds of resource sharing, such as network traffic.Node isolation (described below) may be a better solution for this problem.",387
9.10 - Multi-tenancy,Network isolation,"Network isolation By default, all pods in a Kubernetes cluster are allowed to communicate with each other, and allnetwork traffic is unencrypted. This can lead to security vulnerabilities where traffic isaccidentally or maliciously sent to an unintended destination, or is intercepted by a workload ona compromised node. Pod-to-pod communication can be controlled using Network Policies,which restrict communication between pods using namespace labels or IP address ranges.In a multi-tenant environment where strict network isolation between tenants is required, startingwith a default policy that denies communication between pods is recommended with another rule thatallows all pods to query the DNS server for name resolution. With such a default policy in place,you can begin adding more permissive rules that allow for communication within a namespace.It is also recommended not to use empty label selector '{}' for namespaceSelector field in network policy definition,in case traffic need to be allowed between namespaces.This scheme can be further refined as required. Note that this only applies to pods within a singlecontrol plane; pods that belong to different virtual control planes cannot talk to each other viaKubernetes networking. Namespace management tools may simplify the creation of default or common network policies.In addition, some of these tools allow you to enforce a consistent set of namespace labels acrossyour cluster, ensuring that they are a trusted basis for your policies. Warning: Network policies require a CNI pluginthat supports the implementation of network policies. Otherwise, NetworkPolicy resources will be ignored. More advanced network isolation may be provided by service meshes, which provide OSI Layer 7policies based on workload identity, in addition to namespaces. These higher-level policies canmake it easier to manage namespace-based multi-tenancy, especially when multiple namespaces arededicated to a single tenant. They frequently also offer encryption using mutual TLS, protectingyour data even in the presence of a compromised node, and work across dedicated or virtual clusters.However, they can be significantly more complex to manage and may not be appropriate for all users.",416
9.10 - Multi-tenancy,Storage isolation,"Storage isolation Kubernetes offers several types of volumes that can be used as persistent storage for workloads.For security and data-isolation, dynamic volume provisioningis recommended and volume types that use node resources should be avoided. StorageClasses allow you to describe custom ""classes""of storage offered by your cluster, based on quality-of-service levels, backup policies, or custompolicies determined by the cluster administrators. Pods can request storage using a PersistentVolumeClaim.A PersistentVolumeClaim is a namespaced resource, which enables isolating portions of the storagesystem and dedicating it to tenants within the shared Kubernetes cluster.However, it is important to note that a PersistentVolume is a cluster-wide resource and has alifecycle independent of workloads and namespaces. For example, you can configure a separate StorageClass for each tenant and use this to strengthen isolation.If a StorageClass is shared, you should set a reclaim policy of Deleteto ensure that a PersistentVolume cannot be reused across different namespaces.",219
9.10 - Multi-tenancy,Sandboxing containers,"Sandboxing containers Note:This section links to third party projects that provide functionality required by Kubernetes. The Kubernetes project authors aren't responsible for these projects, which are listed alphabetically. To add a project to this list, read the content guide before submitting a change. More information. Kubernetes pods are composed of one or more containers that execute on worker nodes.Containers utilize OS-level virtualization and hence offer a weaker isolation boundary thanvirtual machines that utilize hardware-based virtualization. In a shared environment, unpatched vulnerabilities in the application and system layers can beexploited by attackers for container breakouts and remote code execution that allow access to hostresources. In some applications, like a Content Management System (CMS), customers may be allowedthe ability to upload and execute untrusted scripts or code. In either case, mechanisms to furtherisolate and protect workloads using strong isolation are desirable. Sandboxing provides a way to isolate workloads running in a shared cluster. It typically involvesrunning each pod in a separate execution environment such as a virtual machine or a userspacekernel. Sandboxing is often recommended when you are running untrusted code, where workloads areassumed to be malicious. Part of the reason this type of isolation is necessary is becausecontainers are processes running on a shared kernel; they mount file systems like /sys and /procfrom the underlying host, making them less secure than an application that runs on a virtualmachine which has its own kernel. While controls such as seccomp, AppArmor, and SELinux can beused to strengthen the security of containers, it is hard to apply a universal set of rules to allworkloads running in a shared cluster. Running workloads in a sandbox environment helps toinsulate the host from container escapes, where an attacker exploits a vulnerability to gainaccess to the host system and all the processes/files running on that host. Virtual machines and userspace kernels are 2 popular approaches to sandboxing. The followingsandboxing implementations are available: gVisor intercepts syscalls from containers and runs them through auserspace kernel, written in Go, with limited access to the underlying host.Kata Containers is an OCI compliant runtime that allows you to runcontainers in a VM. The hardware virtualization available in Kata offers an added layer ofsecurity for containers running untrusted code.",493
9.10 - Multi-tenancy,Node Isolation,"Node Isolation Node isolation is another technique that you can use to isolate tenant workloads from each other.With node isolation, a set of nodes is dedicated to running pods from a particular tenant andco-mingling of tenant pods is prohibited. This configuration reduces the noisy tenant issue, asall pods running on a node will belong to a single tenant. The risk of information disclosure isslightly lower with node isolation because an attacker that manages to escape from a containerwill only have access to the containers and volumes mounted to that node. Although workloads from different tenants are running on different nodes, it is important to beaware that the kubelet and (unless using virtual control planes) the API service are still sharedservices. A skilled attacker could use the permissions assigned to the kubelet or other podsrunning on the node to move laterally within the cluster and gain access to tenant workloadsrunning on other nodes. If this is a major concern, consider implementing compensating controlssuch as seccomp, AppArmor or SELinux or explore using sandboxed containers or creating separateclusters for each tenant. Node isolation is a little easier to reason about from a billing standpoint than sandboxingcontainers since you can charge back per node rather than per pod. It also has fewer compatibilityand performance issues and may be easier to implement than sandboxing containers.For example, nodes for each tenant can be configured with taints so that only pods with thecorresponding toleration can run on them. A mutating webhook could then be used to automaticallyadd tolerations and node affinities to pods deployed into tenant namespaces so that they run on aspecific set of nodes designated for that tenant. Node isolation can be implemented using an pod node selectorsor a Virtual Kubelet.",363
